place_id,poi_type,name,primary_type,latitude,longitude,areas_found_in,n_areas
ChIJcecNAwAb6zkRczgbRulAkfU,college,Ashmi tamang,university,27.670994,85.4298429,Bhaktapur durbar square,1
ChIJidVWImMb6zkRnG7hpj7ym-4,college,Education minister science and technology,university,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJUXgYTzob6zkRqbMQpYx_d_s,college,Silwal house near SS college,university,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJCbvHU6ka6zkR_rExav66IhA,college,Aadarsha Azad College,university,27.6679931,85.4319817,Bhaktapur durbar square,1
ChIJLf1wj_Ub6zkRPgJURtnrzCw,college,BMC BBA Block,university,27.6698504,85.4218693,Bhaktapur durbar square,1
ChIJYeQVlaMa6zkRHSx4RwGKG4o,college,Bhaktapur Multiple Campus,university,27.6698151,85.4214853,Bhaktapur durbar square,1
ChIJK9MDEFgb6zkR7kefJe-PIYA,college,BMC Computer and Science Office,university,27.6689445,85.421577,Bhaktapur durbar square,1
ChIJk31VcQAb6zkR9kWnaqQlX4o,college,स्व.वि.यु भवन,university,27.6697991,85.4209875,Bhaktapur durbar square,1
ChIJS_E-WtQb6zkR5Cp3sy1k7HI,college,BMC Bsc. Csit Block,university,27.6688451,85.4213352,Bhaktapur durbar square,1
ChIJl3Acy6Ab6zkRSkeMOLb4YVc,college,BMC BBM/BIM/BCA Block,university,27.6697816,85.42060959999999,Bhaktapur durbar square,1
ChIJk2njFj0b6zkR-seTMv_K460,college,Khwopa College (TU Affiliated),university,27.678014,85.4324319,Bhaktapur durbar square,1
ChIJa7cUjVob6zkRH2taVUkhBuo,college,Iwamura College of Health Science (Nursing Unit),university,27.6649571,85.4259719,Bhaktapur durbar square,1
ChIJlefudkcb6zkRhwVqsXJYRrA,college,Nepal Innovation Centre,university,27.6709235,85.4363431,Bhaktapur durbar square,1
ChIJy7PPEAAb6zkRt5tuX1oK0Os,college,BMC Basketball Court,university,27.668975,85.4203313,Bhaktapur durbar square,1
ChIJ6ce1ynQb6zkRMQ52Miyy4w4,college,ICH COLLEGE [INSTITUTE OF COMMUNITY HEALTH],university,27.6703725,85.41958020000001,Bhaktapur durbar square,1
ChIJVVWF6rIa6zkR7Y2LI8y9REM,college,Saraswathi Vidyagraha,university,27.6757599,85.4362276,Bhaktapur durbar square,1
ChIJDxp5XAAF6zkRjuenoSqarQg,college,Khec library,university,27.6709871,85.4392,Bhaktapur durbar square,1
ChIJY1D0G1MF6zkRzKE-mg7nye4,college,Khwopa College of Engineering,university,27.6709871,85.4392,Bhaktapur durbar square,1
ChIJC4GYbE0F6zkRfGQY-AhNDts,college,Bagiswori College,university,27.675307,85.4390974,Bhaktapur durbar square,1
ChIJG-aj9FIF6zkRk8WQaWFyVbs,college,Neo Fusion Computer Institution,university,27.6727413,85.43983659999999,Bhaktapur durbar square,1
ChIJSa0UHFMF6zkR3HjEKS3H2K0,college,Khwopa Engineering College(Block A),university,27.67096,85.4399895,Bhaktapur durbar square,1
ChIJt5yYzpka6zkRHIanOoWiUI4,college,Sainik School for Bachelor Studies,university,27.6727143,85.414011,Bhaktapur durbar square,1
ChIJH6X2kRIR6zkRingYCWvu7aA,college,PATHIBHARA TUITION AND COMPUTER INSTITUTE,university,27.6625397,85.4376381,Bhaktapur durbar square,1
ChIJO_j-mCMb6zkRWGQReFFjI6E,hospital,Rajendra suwal,hospital,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJh6mjnxIb6zkRzMEDzlI0ASY,hospital,Janta Clinic Pathology,hospital,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJRdQOvg0b6zkRQBvZt3vlFKY,hospital,amar sanjivini,medical_center,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJkTy_TAAb6zkRBI3NEPi0whY,hospital,UHC BYASI,medical_center,27.6740775,85.429153,Bhaktapur durbar square,1
ChIJpxJF-q4a6zkRU3sfq5B4Jmo,hospital,जनस्वास्थ्य सेवा केन्द्र,medical_center,27.6705363,85.4303762,Bhaktapur durbar square,1
ChIJbQAAOaUa6zkRRYgyygD4MTQ,hospital,Laxmi optical,hospital,27.672638600000003,85.425015,Bhaktapur durbar square,1
ChIJu-HrSQAb6zkRNLNYdhKCLBA,hospital,Sukhi paribar hospital,hospital,27.6748464,85.42730979999999,Bhaktapur durbar square,1
ChIJb1xYPQAb6zkRB3rnMaxuwnc,hospital,Ayu Pharmacy,medical_center,27.6748464,85.42730979999999,Bhaktapur durbar square,1
ChIJuSMFgsob6zkRMiv9M_9Nlgk,hospital,National Center for Rheumatic Diseases,hospital,27.6714791,85.4241699,Bhaktapur durbar square,1
ChIJO7sf3qUa6zkRo-tqcGYxWx0,hospital,Tathali Health Post,hospital,27.6680403,85.42616129999999,Bhaktapur durbar square,1
ChIJ9V2zkoUb6zkRdBsk6DBdTTQ,hospital,Dr.Lalpathlabs CC Bhaktapur,hospital,27.6732109,85.42276450000001,Bhaktapur durbar square,1
ChIJV2fYcgAb6zkR31s9dUCjT84,hospital,Medico Sewa Pharmacy,medical_center,27.6710756,85.4224496,Bhaktapur durbar square,1
ChIJMSrsWaMa6zkR8Q9vJt1c1e0,hospital,Human Organ Transplant Centre (Shahid Dharma Bhakta Hospital),hospital,27.6726092,85.4223054,Bhaktapur durbar square,1
ChIJRT5cCQAb6zkRcQCjaDVURYI,hospital,Khancha Health Post,medical_center,27.6714812,85.4340587,Bhaktapur durbar square,1
ChIJEcoScwAb6zkRQCQcPQ7Dnxw,hospital,Bhaktapur Hospital,hospital,27.6725668,85.4221436,Bhaktapur durbar square,1
ChIJzwOjXqMa6zkRdEpmL-gU1S0,hospital,Bhaktapur Hospital भक्तपुर अस्पताल,hospital,27.6719188,85.42203169999999,Bhaktapur durbar square,1
ChIJE9wz410b6zkR43UyMGItdB0,hospital,Koju Ayurveda Pharma PILES PATHARI UPACHAR KENDRA,hospital,27.6717015,85.4219782,Bhaktapur durbar square,1
ChIJjQOxAawa6zkR3c8cByBgaK4,hospital,Siddhi Memorial Women and Children Hospital,hospital,27.6683346,85.43268619999999,Bhaktapur durbar square,1
ChIJH9H5aawa6zkRH_JxgVvJvcA,hospital,Charity Donation Department,hospital,27.6696888,85.4339208,Bhaktapur durbar square,1
ChIJH1OmfgAb6zkRIDrVKHfGe74,hospital,Bekhal Health Post,medical_center,27.6759951,85.4335828,Bhaktapur durbar square,1
ChIJr_ujm3kb6zkRqkblvDmYZzc,hospital,Urban Vogue Nepal,medical_center,27.6652214,85.42753979999999,Bhaktapur durbar square,1
ChIJ3VJxOb0b6zkRedM2c8my2S8,hospital,Siddhi Pathology Lab,hospital,27.6655012,85.42466809999999,Bhaktapur durbar square,1
ChIJNUE7BHUb6zkRTiXqRE3G9no,hospital,chandeshwori health care pvt.ltd.,hospital,27.6701412,85.42022089999999,Bhaktapur durbar square,1
ChIJyT8OOQAb6zkRvUeHcvE0Pn0,hospital,Sipadol medical hall,medical_center,27.6662112,85.43299189999999,Bhaktapur durbar square,1
ChIJ7a996aYa6zkRedicDkt0vaI,hospital,Malla Medical,pharmacy,27.666033,85.4234852,Bhaktapur durbar square,1
ChIJrQuYq6ca6zkR3sF-3oh52pQ,hospital,Suryabinayak Polyclinic,hospital,27.664818200000003,85.425057,Bhaktapur durbar square,1
ChIJQ2Ckxy4b6zkRXTw8CI2tkNc,hospital,Rasila Medical Shop,medical_center,27.6676503,85.4355989,Bhaktapur durbar square,1
ChIJpVOOzjkb6zkRRHmMJVYWhQQ,hospital,Bhaktapur Physiotherapy Clinic,hospital,27.6691227,85.4376187,Bhaktapur durbar square,1
ChIJacH6vwkb6zkRX_Q0wYPhRIA,hospital,Suryabinayak Municipal Hospital,hospital,27.6654523,85.435313,Bhaktapur durbar square,1
ChIJaUHhA3Eb6zkRR5z_tc5h3Is,hospital,Chaangu Narayan Polyclinic,medical_center,27.6668117,85.4366264,Bhaktapur durbar square,1
ChIJiTleQwAb6zkRtY1FFV99WzY,hospital,Madceare pharmacy,medical_center,27.6641107,85.42201039999999,Bhaktapur durbar square,1
ChIJIRHFYAAb6zkRNy9OwpLMF6o,hospital,Pandubazar Bhaktapur,medical_center,27.6640724,85.42171789999999,Bhaktapur durbar square,1
ChIJfQLCsLsa6zkR5k2_nxjxro0,hospital,"Khwopa Tilganga Eye Hospital, Bhaktapur",hospital,27.6735799,85.4391378,Bhaktapur durbar square,1
ChIJXQPeFMcF6zkRF6OLHjJyswk,hospital,Khwopa Hospital,hospital,27.6742045,85.4390592,Bhaktapur durbar square,1
ChIJjxPS5aUb6zkRvhe5AWGZbCM,hospital,Spark Ortho Neuro Center,hospital,27.6659344,85.41921579999999,Bhaktapur durbar square,1
ChIJ6YTapC0F6zkRtHXuz86q0yU,hospital,Smarika Pharmacy,medical_center,27.6665881,85.43769929999999,Bhaktapur durbar square,1
ChIJZ9-b_OYF6zkR9ynfsl_noUg,hospital,Shubhalav Healthcare,medical_center,27.6755978,85.4393388,Bhaktapur durbar square,1
ChIJOTdFHQAb6zkRIKs3VXSI11Q,hospital,THEENG PHARMACY,medical_center,27.6646266,85.41921579999999,Bhaktapur durbar square,1
ChIJg0RWtTgF6zkRgbNt46iID4I,hospital,Janani Medical Hall,medical_center,27.6656225,85.43886169999999,Bhaktapur durbar square,1
ChIJpdaX0pga6zkRJDFDIfIokV0,hospital,dakoju Polyclinic,medical_center,27.6677548,85.4148731,Bhaktapur durbar square,1
ChIJKbkdwOob6zkR2XeR0DS84V8,mall,Tah Pukhu Groceries,shopping_mall,27.6710639,85.4281955,Bhaktapur durbar square,1
ChIJqTwusa8a6zkR5tR-MYHEnOc,mall,Sarada Pashmina Showroom,shopping_mall,27.6721116,85.42939299999999,Bhaktapur durbar square,1
ChIJv1eOeK8a6zkRnlM6K1bcYV0,mall,Changu Narayan Handicraft,shopping_mall,27.6708926,85.4276933,Bhaktapur durbar square,1
ChIJX3hHsa8a6zkRBPICodvq1K4,mall,Bishnu Handicrafts & Antiques,shopping_mall,27.6720727,85.4294874,Bhaktapur durbar square,1
ChIJFbQEU64a6zkRRPtvZeJ51ZU,mall,Laxmi Metal Store,shopping_mall,27.6716636,85.4294522,Bhaktapur durbar square,1
ChIJcRPgg3Ab6zkRGRFWlaIOAT8,mall,Gifts from Nepal,shopping_mall,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJP6WoM6Ib6zkR3hkq74yCkGI,mall,Bhomi Special Khuwa Kulfi,shopping_mall,27.6727855,85.4260845,Bhaktapur durbar square,1
ChIJKS6b-a4a6zkRbon8HC6Cbvs,mall,Bhagawati Jutta Pasal,shopping_mall,27.6707418,85.43028699999999,Bhaktapur durbar square,1
ChIJXW2MCaUa6zkRjvzT_I0Rs3Q,mall,R.R. Thread Shop,shopping_mall,27.6709766,85.4255599,Bhaktapur durbar square,1
ChIJnWECSwAb6zkRbSw3bag1pzs,mall,"Sashish Home ,Shree Barahi dahi vandar",shopping_mall,27.6707789,85.4255271,Bhaktapur durbar square,1
ChIJR9ggpKUa6zkRKMnZWsCWL-Q,mall,Amar Kirana Store,shopping_mall,27.6705042,85.4255301,Bhaktapur durbar square,1
ChIJVVVVYa4a6zkR2gEhv33tfU0,mall,Brass And Copper Antique Goods,shopping_mall,27.6714414,85.4313779,Bhaktapur durbar square,1
ChIJF0Br5Q8b6zkR_WJj2butr80,mall,blessing collectin center,shopping_mall,27.6685263,85.4277697,Bhaktapur durbar square,1
ChIJW6bGdK4a6zkRNeE7YwVtLfc,mall,Kritika Store,shopping_mall,27.6724978,85.43217659999999,Bhaktapur durbar square,1
ChIJiUMUSrAa6zkRJ19xtq4fz60,mall,Ma Kumari Hardware,shopping_mall,27.6754078,85.42963429999999,Bhaktapur durbar square,1
ChIJt7kTzKUa6zkRSSc7sx3nWgE,mall,Shree Barahi Ajima Enterprises,shopping_mall,27.6689485,85.42491059999999,Bhaktapur durbar square,1
ChIJW6hVra4a6zkRQZttJbISrDY,mall,Himat Books station,shopping_mall,27.6681127,85.4316551,Bhaktapur durbar square,1
ChIJZ3omCDUb6zkRFd5CmxlYSYk,mall,Ranjana Fancy Collection,shopping_mall,27.6670271,85.4270279,Bhaktapur durbar square,1
ChIJ6Xf5714b6zkRTzmDeaHs2tY,mall,Ram Devi Complex,shopping_mall,27.6672491,85.42602079999999,Bhaktapur durbar square,1
ChIJyeamQK8b6zkR3SXUk9IgdNA,mall,LAXMI STORE @ Kalopati,shopping_mall,27.6755767,85.42366659999999,Bhaktapur durbar square,1
ChIJ87OilR4b6zkRmavaAoq61NQ,mall,Suryabinayak Furniture,shopping_mall,27.6666402,85.4256089,Bhaktapur durbar square,1
ChIJXWK3mhYb6zkRwFI6sQUqPsA,mall,The Comfort Zone,shopping_mall,27.6665902,85.4256159,Bhaktapur durbar square,1
ChIJ1YR7ObIa6zkRNyte3vsc9OE,mall,Mahalaxmi Store,shopping_mall,27.676046,85.4333489,Bhaktapur durbar square,1
ChIJo2k9RqYa6zkRx_XBts71WDQ,mall,Suryabinayak Electronics,shopping_mall,27.6659466,85.4257329,Bhaktapur durbar square,1
ChIJJTvlw6Ya6zkRDEEJMfS3ito,mall,PM Store,grocery_store,27.6654806,85.4229866,Bhaktapur durbar square,1
ChIJwQWSPwAb6zkRrBxkVEqn9Q8,mall,Deepti Khadhyanna Store,grocery_store,27.6643895,85.4242039,Bhaktapur durbar square,1
ChIJwTuzF3Eb6zkRFIhHmik2N-c,mall,Nagarkoti Complex,shopping_mall,27.664554,85.422449,Bhaktapur durbar square,1
ChIJMTuyP6sa6zkRJlwzVq2HCPg,mall,Jay Sambhu Dahi Pasal,shopping_mall,27.6666997,85.4363505,Bhaktapur durbar square,1
ChIJFy84JgAb6zkRMK4i9mFYScs,mall,Yunisha Fancy Store,shopping_mall,27.6676566,85.437087,Bhaktapur durbar square,1
ChIJgUueJy0b6zkRzlAoj33zfL4,mall,Krishna Bazaar Jagati,shopping_mall,27.6677597,85.4372839,Bhaktapur durbar square,1
ChIJKXs38okb6zkRDHv5xjptnOY,mall,Surya Home Appliances,shopping_mall,27.6638848,85.4229972,Bhaktapur durbar square,1
ChIJO__5GKEa6zkRSCCrjdW9Fiw,mall,Chhatra Kirana Store,shopping_mall,27.665337800000003,85.4206884,Bhaktapur durbar square,1
ChIJZe0WzqAa6zkRjBm6G-9njkE,mall,Unique Mini Store,shopping_mall,27.6640406,85.4217108,Bhaktapur durbar square,1
ChIJ4Twta8oF6zkRGaN9gXRqyZQ,mall,Khusi Plaza Bhaktapur,shopping_mall,27.6731138,85.4392951,Bhaktapur durbar square,1
ChIJwx7rkw4F6zkRy6bxwRvHhN4,mall,Lila Laxmi Store (Ladies and Gents Collection),shopping_mall,27.6736586,85.4397936,Bhaktapur durbar square,1
ChIJaVjCQfwF6zkR9xc6TMFey9k,mall,Bramhayani Market,shopping_mall,27.6731307,85.4400601,Bhaktapur durbar square,1
ChIJ018ZBhoF6zkRZBXEmawnPyM,mall,Aasa store,shopping_mall,27.6658323,85.4385526,Bhaktapur durbar square,1
ChIJE7jUXEwF6zkRnfISBxxdNzc,mall,Khoteja Store,shopping_mall,27.6783905,85.4397931,Bhaktapur durbar square,1
ChIJ-WBQPp4F6zkRC_X0xeDZMWU,mall,Mata dakshinkali store,shopping_mall,27.6784776,85.44005899999999,Bhaktapur durbar square,1
ChIJU_ORVQAR6zkRBMuQKG62Veo,mall,Rani Kirana passl,shopping_mall,27.6625397,85.4376381,Bhaktapur durbar square,1
ChIJ5WAVVdEb6zkRHGDK48f1psg,office,Hyaunmikha poultry Traders,corporate_office,27.6711163,85.4288586,Bhaktapur durbar square,1
ChIJW8xuBwAb6zkRK_kLvA1CQ7k,office,Gayatri office,corporate_office,27.670994,85.4298429,Bhaktapur durbar square,1
ChIJoXT-1lQb6zkRTQ5dtWdoC2c,office,A.B. Furniture,corporate_office,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJqVotBrEb6zkRJVhucod4Ja0,office,Deepak sunar,corporate_office,27.6709939,85.4298429,Bhaktapur durbar square,1
ChIJGxKaDvMb6zkRCxaPtpmJpkY,office,कल कल ग्रुप प्रा. लि..,corporate_office,27.673872900000003,85.4272013,Bhaktapur durbar square,1
ChIJnX2-qroa6zkRouPY7XsWCu4,office,Santulit dana udhyog,corporate_office,27.6739074,85.4271682,Bhaktapur durbar square,1
ChIJTXzxq7oa6zkReZ0BeqYcYZQ,office,Khwopa Feed Pvt. Ltd.,corporate_office,27.6738722,85.4269281,Bhaktapur durbar square,1
ChIJxXCDcAAb6zkRMo3g2OfJX5Q,office,Boktupur.santir hat,corporate_office,27.674766,85.42739790000002,Bhaktapur durbar square,1
ChIJfyuXGgAb6zkRmFCtBXNyRBE,office,Lokeshwor SACCOS,corporate_office,27.6726922,85.42498309999999,Bhaktapur durbar square,1
ChIJZxSpGwAb6zkRaK0hIJNWgUU,office,Prabesh phuyal,corporate_office,27.6748464,85.42730979999999,Bhaktapur durbar square,1
ChIJj3Uh57ob6zkRFfV4t75p4Hc,office,Cosmic Saving & Credit Co-opt.Ltd.,corporate_office,27.6728794,85.4249373,Bhaktapur durbar square,1
ChIJU47gBK4a6zkR3sJE3eBFdrA,office,Bhaktapur Chess Association,corporate_office,27.6734914,85.4318383,Bhaktapur durbar square,1
ChIJhRde_DEZ6zkRyvoKtzGNsEs,office,Pixel Production Nepal,corporate_office,27.674592,85.4251421,Bhaktapur durbar square,1
ChIJR89vf64a6zkReC1_9Wqbopk,office,Jayabhimsen Saccos,corporate_office,27.6713823,85.43235849999999,Bhaktapur durbar square,1
ChIJc0PZOvAb6zkRBeCjpnvWMA8,office,Sunibha,corporate_office,27.6718626,85.4324705,Bhaktapur durbar square,1
ChIJr0P18LEa6zkRyx8_diAcS_0,office,Shramajivi Saving & Credit Co-operative Limited,corporate_office,27.6747205,85.43187309999999,Bhaktapur durbar square,1
ChIJNTeDAbIa6zkRyIZNk6WZPTo,office,"Laxmi Chiura Udhog, Jatti Chiura",corporate_office,27.6742975,85.4326103,Bhaktapur durbar square,1
ChIJP1oWsKQa6zkR3NbkFL22Rgw,office,NEA (Bhaktapur Distribution Center),corporate_office,27.6732481,85.4227482,Bhaktapur durbar square,1
ChIJ57kuPwAb6zkRzISikwvWbKI,office,JANASMRITI SACOOS,corporate_office,27.6754929,85.42414199999999,Bhaktapur durbar square,1
ChIJ1af_hyYb6zkRmBoPkYjmDio,office,Barahipeeth,corporate_office,27.6674862,85.4252752,Bhaktapur durbar square,1
ChIJCS2fBvEb6zkRSpYQYNQcxAY,office,Siddhi Ganesh Press,corporate_office,27.673057,85.4340745,Bhaktapur durbar square,1
ChIJGWyVlK0a6zkRANfu4XBzXRA,office,Siddhi Ganesh Saving & Credit Co-operative,corporate_office,27.6732523,85.4340823,Bhaktapur durbar square,1
ChIJz38Tuq0a6zkRSsFbJ4TBLR0,office,Trekking House Pvt. Ltd,corporate_office,27.6719121,85.43426989999999,Bhaktapur durbar square,1
ChIJ390Vm6cb6zkR5OIUuDrXRQs,office,JuJu Event Pvt. Ltd.,corporate_office,27.6752432,85.43318359999999,Bhaktapur durbar square,1
ChIJKRU54WUb6zkRrmiWr1E41DQ,office,NEFSCUN Suryabinayak Sewa Kendra,corporate_office,27.666552300000003,85.4272409,Bhaktapur durbar square,1
ChIJSYqe114b6zkRCLuYgWNMFic,office,Sanchit saving & cerdit co-operative ltd.,corporate_office,27.66626,85.4283983,Bhaktapur durbar square,1
ChIJzQ1JlKYa6zkRs68X15GjdXA,office,BIT Solutions,corporate_office,27.6661054,85.4252669,Bhaktapur durbar square,1
ChIJESNOwRwb6zkRrkcOAYUHScA,office,Nawal Cooperative,corporate_office,27.6668303,85.4327164,Bhaktapur durbar square,1
ChIJu6XmDgAb6zkRFEASkcH63fI,office,Dati Bhaila Multipurpose Pvt. Ltd.,corporate_office,27.6682876,85.421632,Bhaktapur durbar square,1
ChIJCWsEAKka6zkR9g0Rp_imqdc,office,National Microfinance Bittiya Sanstha Limited,corporate_office,27.6651343,85.42992989999999,Bhaktapur durbar square,1
ChIJz8Y2r6ca6zkRSgW_0h--iJk,office,Griha Saving and Credit Co-operative Ltd.,corporate_office,27.6654504,85.42469729999999,Bhaktapur durbar square,1
ChIJb7jUXpIb6zkR1OiItW9Qkzs,office,Sahridayata Society Nepal,corporate_office,27.676665,85.4349201,Bhaktapur durbar square,1
ChIJ9cvf0aYa6zkRes-XHqX2Euw,office,Instant Service Pvt. Ltd,corporate_office,27.6660462,85.42254249999999,Bhaktapur durbar square,1
ChIJx1lVcJAb6zkRFwmHZI36vgo,office,Subhakamana Saving & Credit Co-operative Ltd. (Head Office),corporate_office,27.6645003,85.4252235,Bhaktapur durbar square,1
ChIJVXjsSgAb6zkR0CZ0Ah8Yx0g,office,Maheswaristhan,corporate_office,27.6709461,85.4371638,Bhaktapur durbar square,1
ChIJx28rZNsb6zkRHm2ZTzv0Qy8,office,himalayan saving and credit co operative bhaktapur,corporate_office,27.664163,85.4258607,Bhaktapur durbar square,1
ChIJlX-VVqYa6zkREVQkBSpZveA,office,Siddhilaxmi Co-operative Ltd,corporate_office,27.663995900000003,85.4261339,Bhaktapur durbar square,1
ChIJI-I_2kAb6zkRfg7mMZHiyvM,office,Dattatraya Design Prepress,corporate_office,27.667174,85.4360038,Bhaktapur durbar square,1
ChIJYbWJDQAb6zkRl0j8gxlVuC0,office,Milestone Software Pvt ltd,corporate_office,27.6636375,85.4261406,Bhaktapur durbar square,1
ChIJh7-Xh7Ub6zkRpQovnv7J5e0,office,Dreamy Destiny,corporate_office,27.6772118,85.4359751,Bhaktapur durbar square,1
ChIJ2xB_STwb6zkR2UuQ-EUBJcc,office,Ryams Eecovan,corporate_office,27.6759635,85.4368661,Bhaktapur durbar square,1
ChIJo0ABGwAb6zkRjNut_PLdM3w,office,Shreem Infotech Private Limited,corporate_office,27.6657448,85.42125039999999,Bhaktapur durbar square,1
ChIJXcsfmAYb6zkRMLsf5IZ1BX0,office,Nabin Agriculture Co-Operative Ltd,corporate_office,27.6671827,85.4363367,Bhaktapur durbar square,1
ChIJqarRDz4F6zkR-AoPpTZk8_c,office,Better Livings Pvt. Ltd,corporate_office,27.671771000000003,85.43804689999999,Bhaktapur durbar square,1
ChIJ-zpTxq0b6zkRElQ-5FAzUvc,office,Katunje sahakari Ltd.,corporate_office,27.66578,85.42097100000001,Bhaktapur durbar square,1
ChIJv1weAIgF6zkRWBYV3-ZcTtw,office,Techno Smart Nepal Pvt. Ltd.,corporate_office,27.6751638,85.43756379999999,Bhaktapur durbar square,1
ChIJgYEMHKMb6zkR23A7tBKWkQA,office,KEDAR Furniture,corporate_office,27.680984,85.42741889999999,Bhaktapur durbar square,1
ChIJyWDgkpQF6zkRfBf48jMoFLQ,office,ExploreIT,corporate_office,27.6715374,85.43832789999999,Bhaktapur durbar square,1
ChIJo1ir-C8b6zkR7_gMfc6tgEE,office,Nepal Hand Knit,corporate_office,27.6644357,85.4337628,Bhaktapur durbar square,1
ChIJ3Qi-h5cF6zkRpBYNubd4SoU,office,Samikshyasoft Pvt. Ltd.,corporate_office,27.6756165,85.4375879,Bhaktapur durbar square,1
ChIJ1443grwb6zkREKfCDCHHeSw,office,Brothers Recondition Hub(Bro Enterprises),corporate_office,27.6665746,85.41950589999999,Bhaktapur durbar square,1
ChIJ17FcuKgb6zkRhWhl5hZLsgo,office,Sainik school Bursar Office,corporate_office,27.6710108,85.41750789999999,Bhaktapur durbar square,1
ChIJmeykDqEa6zkRDs875y83kGE,office,Chautari Saving and Credit Co-operative,corporate_office,27.6659273,85.41981439999999,Bhaktapur durbar square,1
ChIJ-d0T2lIF6zkRcqBH_WWGdOI,office,Synergetic Erca Consulting Pvt. Ltd,corporate_office,27.6718681,85.43894019999999,Bhaktapur durbar square,1
ChIJ08U3qtIF6zkRsW6UgQV-HBQ,office,milan's home,corporate_office,27.6709633,85.4391693,Bhaktapur durbar square,1
ChIJq6qqpqEa6zkRYIaLyMdpdzI,office,Himal Complex,corporate_office,27.665923300000003,85.4192104,Bhaktapur durbar square,1
ChIJF8RJa1MF6zkRLAoz0SdCIkQ,office,S.P Handicraft Export & Import,corporate_office,27.6698329,85.4390923,Bhaktapur durbar square,1
ChIJAUUYw1IF6zkRYWXESbSixDI,office,Karuna Suppliers,corporate_office,27.6699689,85.4391716,Bhaktapur durbar square,1
ChIJTxrU6x0F6zkRnpPVVYzdyYI,office,Anusewak Multipurpose Saving & Credit Cooperative,corporate_office,27.6736125,85.4393594,Bhaktapur durbar square,1
ChIJP82ORwAF6zkRGyXM3-fm4OQ,office,Aayansh Investment &Trade Hub pvt.ltd,corporate_office,27.6740502,85.43947709999999,Bhaktapur durbar square,1
ChIJPehyVlIF6zkREqWSJD87TIk,office,Laxmi Wood Curving,corporate_office,27.6717671,85.4402222,Bhaktapur durbar square,1
ChIJX297B5ca6zkRQesPKtFbmEo,office,Surya Wood Carving & Furnitures,corporate_office,27.6758305,85.4167633,Bhaktapur durbar square,1
ChIJCZ3jAkEF6zkRQepOOgArHPE,office,ACCESS REAL ESTATE,corporate_office,27.6760948,85.439359,Bhaktapur durbar square,1
ChIJ0eYZD00F6zkRxYhTB8Xrcow,office,Siddhi Ganesh Service Centre KamalBinayak,corporate_office,27.6763367,85.4397461,Bhaktapur durbar square,1
ChIJBYkKejEF6zkRrVgj-srycWA,office,Yatu Ganesh Sewkendra,corporate_office,27.6763367,85.4397461,Bhaktapur durbar square,1
ChIJUYWLE3IF6zkRJxrB6GyLSEU,office,Jay Seramankali Real Estate Company Pvt. Ltd.,corporate_office,27.666147,85.4389224,Bhaktapur durbar square,1
ChIJx65HMwAF6zkR0HbxAYhY6P8,office,Haratimata Developer’s,corporate_office,27.675574,85.440359,Bhaktapur durbar square,1
ChIJ7ydNvsUF6zkRtaP9xTx7bRA,office,Suwal lekhapadi,corporate_office,27.6753973,85.4406444,Bhaktapur durbar square,1
ChIJXwqGkWkF6zkR03vJ_iJVXqI,office,GarudKunda Lekhapadhi,corporate_office,27.6752147,85.4408897,Bhaktapur durbar square,1
ChIJzdK7UAAF6zkRUJ8fG3eQ5ao,office,Bhaktapur,corporate_office,27.6757262,85.4407691,Bhaktapur durbar square,1
ChIJI63JaJAF6zkRZcqsIRD0lW8,office,Anantalingeswor Lekhapadi,corporate_office,27.6757658,85.4410601,Bhaktapur durbar square,1
ChIJKTyTQQAF6zkRo1_cBchmfrc,office,Innovative law chamber,corporate_office,27.6739625,85.4418594,Bhaktapur durbar square,1
ChIJ38TTIj0F6zkRsE0sEv7m3-w,office,Sagacity Engineering consultant,corporate_office,27.6757912,85.4415382,Bhaktapur durbar square,1
ChIJs5sKPscF6zkR-dt3whLWHFg,office,Aaramva Trade Online Shopping Pvt. Ltd.,corporate_office,27.6738219,85.4423266,Bhaktapur durbar square,1
ChIJ2QhJHAAF6zkRievpkRkXTX8,office,Everest Banke Ltd.,corporate_office,27.6783263,85.44063829999999,Bhaktapur durbar square,1
ChIJAYPbRzoF6zkR-hIthEbPD2k,office,Lupa Saving & Credit Cooperative,corporate_office,27.6783222,85.44087329999999,Bhaktapur durbar square,1
ChIJmRBJAQAF6zkR0QSpsFJdD3g,office,Sahayak lekhapadhi sewa,corporate_office,27.6758106,85.44220729999999,Bhaktapur durbar square,1
ChIJg-hSia8a6zkRXjclHq8uIs8,school,Bal Mandir School,primary_school,27.6719265,85.4274701,Bhaktapur durbar square,1
ChIJjUwh768a6zkR_DqR9AVVMME,school,Shree Padma Secondary School,school,27.6727274,85.4273205,Bhaktapur durbar square,1
ChIJEXSTySQb6zkRis6e23VK8qU,school,Jagriti School,school,27.6725807,85.4269453,Bhaktapur durbar square,1
