place_id,poi_type,name,primary_type,latitude,longitude,distance_from_center_m,area
ChIJF8MLZlgZ6zkRjNajHNzSnE4,bank,Mangal Vinayak Cooperative,bank,27.6870842,85.3296536,1078.55,Baneshwor
ChIJ27JanZ8Z6zkRrXevtnCLEsA,bank,"Citizens Bank, ATM",atm,27.7033779,85.33475140000002,1078.73,Baneshwor
ChIJc85Yrp0Z6zkRhrabCKOA8yE,bank,Global IME Bank Limited,bank,27.7031619,85.34094669999999,1081.78,Baneshwor
ChIJk_p4RwAZ6zkRKr0xjMFlkiE,bank,Machhapuchhre Bank,bank,27.7032046,85.3409312,1085.78,Baneshwor
ChIJzaPAbwAZ6zkRaqC0l-j3N5U,bank,Everest Bank ATM,bank,27.6959175,85.3265136,1091.78,Baneshwor
ChIJO0Ny4qQZ6zkRjZTSUF-UiFc,bank,Everest Bank Ltd,bank,27.6962131,85.3265332,1096.92,Baneshwor
ChIJN4pc4roZ6zkR8LhT5Nf6pCY,bank,Om Sai Vinayak SACCOS,bank,27.6919384,85.32646249999999,1098.16,Baneshwor
ChIJE_DRLOcZ6zkRDuGkpuhS5IM,bank,NMB Bank Limited,bank,27.6928736,85.32617420000001,1109.89,Baneshwor
ChIJYyC9fpIZ6zkRJrXzFLi4p84,bank,Siddhartha Bank,bank,27.6859873,85.34434329999999,1120.71,Baneshwor
ChIJK4cLd54Z6zkRScW1DzMVDF4,bank,Humanistic Multipurpose Co-op,bank,27.7039588,85.3393143,1128.01,Baneshwor
ChIJw1vI3L8Z6zkRhHoREtBGMFg,bank,Swo-bikash SACCOS,bank,27.684202,85.3336941,1144.12,Baneshwor
ChIJgUubgI0Z6zkR-SjbfO_kTmQ,bank,Laxmi Sunrise Bank,bank,27.685886,85.3445874,1144.38,Baneshwor
ChIJl92xC6cZ6zkRASk5j_8Bc84,bank,Sangrila SACCOS,bank,27.7038625,85.3341524,1146.04,Baneshwor
ChIJDasmY6QZ6zkRK_RDc5kmYtE,bank,Global IME Bank Limited,bank,27.6997355,85.3277006,1149.17,Baneshwor
ChIJZ4qzfPIZ6zkRFj_bqwtxXHA,bank,"Sanima Bank Limited, Maitidevi Branch.",bank,27.7037982,85.3332764,1166.18,Baneshwor
ChIJwfVNgo0Z6zkR7kG-V3jbDEk,bank,NMB Bank Limited,bank,27.685829,85.3449334,1170.7,Baneshwor
ChIJJ-iDI6AZ6zkRMtynzm_N1Do,bank,Nepal Investment Mega Bank Limited,bank,27.704036,85.33384,1173.36,Baneshwor
ChIJ4xnkgY0Z6zkR_DYd_bn4y4g,bank,Bikash SACCOS,bank,27.6857724,85.3450039,1179.98,Baneshwor
ChIJu-exup0Z6zkR_GES3qORYuI,bank,नवकान्तिपुर बचतॠण सहकारी,bank,27.703981,85.3413779,1181.76,Baneshwor
ChIJUze1JKAZ6zkRD-XrUWv2kQ8,bank,Nepal Investment Mega Bank Limited (NIMB) ATM,atm,27.7040762,85.3337001,1181.77,Baneshwor
ChIJaxRPgSUZ6zkR2XMRieXhFV0,bank,"Kamana Sewa Bikash Bank Ltd, Shantinagar Ext. Counter",bank,27.6887536,85.347954,1191.24,Baneshwor
ChIJ4cyGm8AZ6zkR1CRCntvrWmA,bank,"कुमारी बैंक लिमिटेड, शंखमूल",bank,27.6836189,85.33349969999999,1211.69,Baneshwor
ChIJD8tgnY0Z6zkRWmgbDcw4_qs,bank,Prarambha SACCOS,bank,27.6857467,85.3454726,1212.01,Baneshwor
ChIJpfFZvb8Z6zkRvMw8tdU4xAo,bank,Shantidoot SACCOS,bank,27.6839157,85.3324201,1218.98,Baneshwor
ChIJt4VZdo0Z6zkRHF9L-vvtwHE,bank,Sabhya Samaj Sakos,bank,27.6856258,85.3454929,1223.48,Baneshwor
ChIJRSlDo50Z6zkR75lq--y36Yo,bank,Capital Merchant Banking and Finance Ltd.,bank,27.704332,85.34156,1224.54,Baneshwor
ChIJNWkfqo0Z6zkRymrhJvw7qqk,bank,Hilltop Junar Multipurpose Co-op,bank,27.6862864,85.3464532,1235.37,Baneshwor
ChIJ71ww_58Z6zkR4OUTUEnd7aM,bank,ICFC Finance Ltd.,finance,27.7041383,85.3323303,1236.15,Baneshwor
ChIJF-_ypo0Z6zkRSIYA1wM17WA,bank,Trisundari SACCOS,bank,27.686079,85.346375,1245.92,Baneshwor
ChIJ0YyKCo0Z6zkRKE5dzgvQRYs,bank,Commerce Bank Limited,bank,27.6856274,85.3459882,1255.73,Baneshwor
ChIJf2fTruoZ6zkRFPDBPQ2iYwE,bank,Shraddha Saburu SACCOS,bank,27.6997232,85.34835620000001,1256.38,Baneshwor
ChIJjxS5MIQZ6zkRXyxGJhhZYqE,bank,Real SACCOS,bank,27.7042034,85.3319678,1257.49,Baneshwor
ChIJFeDCDAAZ6zkR2KS4f4Ca4YQ,bank,Progressive Finance Limited - Corporate Office,bank,27.6856366,85.34603550000001,1258.12,Baneshwor
ChIJvXbtU0YZ6zkRAsMqak6J0wo,bank,prime bank LTD shankhamul branch,bank,27.6831519,85.3332001,1270.32,Baneshwor
ChIJb7H5N18Z6zkRK3HrMbQR_QI,bank,Sadbhab Multipurpose Co-op,bank,27.6830951,85.3330812,1280.12,Baneshwor
ChIJ98Qjqo0Z6zkRTFw4vW9hohE,bank,Junar SACCOS,bank,27.6860166,85.34689329999999,1287.45,Baneshwor
ChIJl4Z6AQAZ6zkRWBEed5FeiIY,bank,NMB Bank Cash Deposit machine,bank,27.6934785,85.32431040000002,1287.91,Baneshwor
ChIJexy_gY0Z6zkRtmvUiSQd4MM,bank,Global IME Bank Limited,bank,27.685581,85.3466078,1301.37,Baneshwor
ChIJ9229rOoZ6zkRB_7qnIW436E,bank,Eco Care SACCOS,bank,27.6824064,85.33466820000001,1312.16,Baneshwor
ChIJJ1eNaDsZ6zkRf1loJwlbzOU,bank,Money Care SACCOS,bank,27.7043258,85.33092959999999,1315.99,Baneshwor
ChIJFR96oKAZ6zkRWfk0nj799qw,bank,ATM-NICASIA Bank,bank,27.6939067,85.32396969999999,1320.35,Baneshwor
ChIJw2ks7qYZ6zkRwBfG0CBaCpQ,bank,Laxmi Sunrise Bank Limited,bank,27.701801,85.3272458,1325.02,Baneshwor
ChIJHQAAHp0Z6zkRjnm84YqsZbg,bank,Siddhartha Bank Limited,bank,27.6826263,85.33316289999999,1326.89,Baneshwor
ChIJ78-izI8Z6zkRZuFPr9t63Co,bank,"Citizens Bank, Sinamangal branch",bank,27.697029800000003,85.35040509999999,1327.04,Baneshwor
ChIJL-k36b8Z6zkRgFN_6U1LVKE,bank,Laxmi Sunrise Bank Limited,bank,27.6825984,85.3328906,1338.45,Baneshwor
ChIJ7azCVAAZ6zkRLM49gkHp95M,bank,NIC ASIA Bank Dillibazar Branch,bank,27.7046984,85.3311635,1341.77,Baneshwor
ChIJZfkhKE0Z6zkRNnRrjH3k4Ro,bank,Sukrapath Multipurpose Co-op,bank,27.6862312,85.34790269999999,1346.11,Baneshwor
ChIJoS7SgbAZ6zkRK-MHwg92D5Y,bank,Unnayan SACCOS,bank,27.6907002,85.32396179999999,1369.95,Baneshwor
ChIJWZXvG40Z6zkRQNZX--rO9ms,bank,Chase SACCOS,bank,27.6848071,85.3468134,1377.87,Baneshwor
ChIJb4bhvaAZ6zkRfInNQPLd7PI,bank,Sangam SACCOS,bank,27.7046924,85.3303723,1378.47,Baneshwor
ChIJd_6hu6AZ6zkRiD8bMXDTKj0,bank,Global IME Bank Limited,bank,27.7047217,85.330243,1387.69,Baneshwor
ChIJoXm34YgZ6zkRWEKyO-6HRwA,bank,Nhu SACCOS,bank,27.6918823,85.351321,1391.91,Baneshwor
ChIJuxZoY7AZ6zkRKLoa6htcqMQ,bank,Safal SACCOS,bank,27.691203,85.32323,1426.51,Baneshwor
ChIJ1ZiiJX4Z6zkRWgw15QNLzKs,bank,Samyukta Shakti SACCOS,bank,27.7042803,85.3287641,1427.04,Baneshwor
ChIJiQ6SSacZ6zkRN5rBnPDsd0E,bank,United Power SACCOS,bank,27.7042757,85.3287455,1427.72,Baneshwor
ChIJ6xFN2HcZ6zkRv3U1Wl_9kfk,bank,NIC ASIA Bank Battisputali Branch,bank,27.7059152,85.3428041,1432.61,Baneshwor
ChIJY_DZg8AZ6zkRFJ0xYxt2b_E,bank,Ugartara Bahuudhesyiya Co-op,bank,27.682151,85.331372,1440.2,Baneshwor
ChIJ88M11HcZ6zkRDa8k-LzOsJA,bank,Agricultural Development Bank Ltd. Banking Main Branch Office Old Baneshwor,bank,27.7062522,85.3422653,1448.98,Baneshwor
ChIJi1wJOOIZ6zkReQrpngOsNGk,bank,ज्ञान ज्योति महिला उत्थान सहकारी,bank,27.6814277,85.33293300000001,1460.7,Baneshwor
ChIJt0gbMx8Z6zkRayyOBFXvmSI,bank,NIC Asia Bank Ltd.,bank,27.6809768,85.3397896,1463.03,Baneshwor
ChIJzQ2RvCEZ6zkRmptwOtr25mg,bank,Gyanjoti SACCOS,bank,27.6814228,85.3328576,1463.46,Baneshwor
